Century,Complement,Tense,Tense_Simplified,Reading,left,right,year,buinn,source,be,verb,Sub_BA,SuB,Excl
13,NULL,NA,NA,Live,n hann hefir sekta yður og mun þá ætla sér landið það er þið,á og mun hann nýta að eiga land jafnt fyrir vestan heiði sem fyrir austan eð,1225,búið,(bjarnar),NA,NA,None,0,
13,NULL,NA,NA,svo búið,og koma þeir á hann sárum og sér hann að honum mun ekki svo,duga. Síðan hljóp hann út á ána og svam yfir ána með vopn sín. Var skjölduri,1225,búið,(bjarnar),NA,NA,None,0,
13,NULL,PST,PST,Prepared,þá nýkominn þar. Björn segir Þórði að hann var þá til ferðar,og hann ætlar þá úr vistinni. Þórður kvað það vel þykja og betur að fyrr væ,1225,búinn,(bjarnar),NA,NA,None,0,
13,NULL,NF,Other,Prepared,mjög að þeir drepi Björn ef þeir mega og kvaðst fyrir löngu,vera við Björn að etja þá er hann var meiri fyrir sér en nú. Dálkur kallar,1225,búinn,(bjarnar),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"ungur minn. Farið nú,"" segir hann, ""aftur og segið honum svo","."" Sendimenn sneru aftur leið sína þegar um kveldið og komu til Ólafs konungs",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,FUT,Other,Prepared,"þá gekk sá arfur í konungsgarð. Egill bað, að Ljótur skyldi","verða. ""Vil eg, að vér reynum nú hólmgöngu þessa."" Síðan hljóp Egill að hon",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"yndi illa í höndum hafa, ef hann vissi, og sagði, að þá væri",við geig miklum með þeim feðgum. En klæðnaður Þóru og gripir voru þar allir,1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,mjúklæta sig við konung um þetta mál; skildust þeir við svo,". Fór Arinbjörn heim og sagði Agli erindislok sín; ""mun eg eigi slíkra mála o",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,anna og tóku þar ógrynni fjár og komu aftur um vorið við svo,. Fór Þórólfur þá til bús síns á Sandnes og sat þar lengi. Um vorið lét hann,1227.5,búið,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"ið á sumarið; fór þá enn að veislum, þar sem fyrir honum var",. 12. kafli Hildiríðarsynir fóru á fund konungs og buðu honum heim til þriggj,1227.5,búið,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"þrjár nætur að kynni. Bjóst Einar þá í brott, og er hann var",", þá gekk hann til rúms Egils og festi þar upp skjöldinn þann hinn dýra og s",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"ður, kona hans; voru þau saman tíu eða tólf; og er Egill var",", þá gekk Skalla-Grímur út með honum og hvarf til hans, áður Egill steig á b",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,", dóttir Þórólfs, var eftir. Egill sigldi í haf, er hann var","; er frá hans ferð ekki að segja, fyrr en hann kemur til Noregs; hélt hann þ",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"En svo er sagt, þá er þeir settu Böðvar niður, að Egill var",": hosan var strengd fast að beini; hann hafði fustanskyrtil rauðan, þröngvan",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"öfðu skip gott og föruneyti, fóru þá leið sína, er þeir voru",". En er þeir koma í Torgar, þá senda þeir Sigurði menn og láta segja honum,",1227.5,búnir,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"mörkinni, því að knörr sá, er mestur var á Hálogalandi, var","í vor á Sandnesi, og kallaðist Þórólfur eiga einn farm allan, þann er á var",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"á taka sér hest -- ""vil eg fara til laugar."" Og er Egill var",", gekk hann út og hafði með sér silfurkistur sínar; hann steig á hest, fór s",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,n Egill; með þeim hafði lengi verið vingott. Og er Egill var,", lét hann í haf, og greiddist þeirra ferð vel; komu að miðjum Noregi. Og er",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"i langskip og á nær sex tigu manna og fór síðan, er hann var",", norður með landi; og einn dag að kveldi kom hann í Álöst á Sandnes; lögðu",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"Arinbjörn eigi, að hann færi. Fór Arinbjörn, þá er hann var",", og fórst honum vel; fann hann Hákon konung og fékk þar góðar viðtökur. Og",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"ðilegasti gripur. Þórólfur fór ferðar sinnar, þegar hann var",", og greiddist honum vel og kom skipi sínu í Borgarfjörð og fór þegar bráðle",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"um, en nú ætla eg engan mun."" Þórir fór heim, þá er hann var",", og sagði þeim bræðrum orð konungs og drottningar. 49. kafli Eyvindur skrey",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"kafli Egill bjó skip sitt um sumarið og fór, þegar hann var",; hann hélt til Íslands; honum fórst vel; hélt hann til Borgarfjarðar og kom,1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"i það mál mjög, þá hét Grímur ferð sinni, þá er hann þættist","; kváðu þeir Ölvir á með sér þá stund, er Grímur skyldi koma á konungsfund.",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PRS,PRS,Prepared,"ð sonum Guttorms og miklu lausafé. Fara þeir, þá er þeir eru",", aftur á leið; byrjaði þeim þá nokkurum mun seinna, og varð ekki til tíðind",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"dagaði; bjuggust þeir förunautar og fóru þegar, er þeir voru",", aftur til bæjarins og leita Ármóðs. Og er þeir komu til skemmubúrs þess, e",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,eð honum; þeir höfðu nær þremur tigum manna; og er þeir voru,", fóru þeir fyrst til Upplanda, þaðan norður um Dofrafjall til Þrándheims og",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"ð og kesju og buklara. Fara þeir ferðar sinnar, er þeir voru",", og fengu veðrabálk harðan, hvöss veður og óhagstæð, en þeir sóttu ferðina",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"og breyttir vegar allir. Ráða þeir til ferðar, er þeir voru",", og óku upp á land, og er þeir sóttu austur til Eiða, þá var það á einni nó",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"höfðu tvö skip og hálft annað hundrað manna, og er þeir voru",", taka þeir landnyrðing út eftir firðinum, en það er andviðri norður með lan",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"eita ríkið og veita meyjunum fóstur."" En er þeir bræður voru",", þá fara þeir leið sína og byrjaði þeim vel; komu þeir um vorið í Vík austu",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"var það sumt í silfri, sumt í grávöru. Og er þeir Egill voru",", þá fóru þeir aftur á leið; segir Egill jarli að skilnaði þeirra: ""Nú munum",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ur og borðbúnaður og klæðnaður manna. En er þeir bræður voru,", þá fóru þeir norðan og komu á fund Haralds konungs, er hann var í Þrándhei",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,þeir Þórólfur og Egill enn að fara í víking; en er þeir voru,", þá halda þeir enn í Austurveg. En er þeir koma í Víkina, þá sigla þeir suð",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,orði engi maður að kaupa fyrir ríki konungs. En er þeir voru,", þá sigldu þeir í brott; þeir sigldu í eyjar þær, er Sólundir heita; það er",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"rr var getið, er síðan var kallaður Þóruson, og er þeir voru",", þá sigldu þeir; skildust þeir Aðalsteinn konungur og Egill með hinni mestu",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,i Björn fram skip sitt og bjó sem ákaflegast; en er hann var,"og byr gaf, sigldi hann í haf; fengu þeir veður stór og voru litla stund út",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"pillt, er þér Eyvindur fundust við Jótland."" Og er Egill var","og byr gaf, þá siglir hann í haf, og greiddist hans ferð vel; kemur hann um",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,yndi þar skorta landakosti með Skalla-Grími. En er þeir voru,"og byr gaf, þá sigldi hann í haf, og greiddist ferð hans vel; kom hann til",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ður og auðugur; hann stýrði öðrum knerrinum. En er þeir voru,"og byr gaf, þá sigldu þeir í haf út. Fáum vetrum áður höfðu þeir Ingólfur o",1227.5,búnir,(egils),NA,NA,Sub_Before,1,
13,NULL,NA,NA,vel búið,heimamenn voru heldur hljóðir. Egill sá þar mey fagra og vel,"; honum var sagt, að hún var systir Friðgeirs; mærin var ókát og grét einart",1227.5,búna,(egils),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,"ar móður sinni hátt: ""Ekki vil eg nú biðja þess; þeir eru nú","ferðar sinnar."" Þá gekk Gyða að Agli og mælti: ""Eg mun segja þér, Egill, tí",1227.5,búnir,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,", hvar sem hann hjó til. Sér þá Egill, að eigi mun hlýða svo",", því að skjöldur hans gerðist þá ónýtur. Þá lét Egill laust sverðið og skjöl",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,tekið mannbætur og þeir vildu ekki þær taka; skildust að svo,; fóru þeir Þórir heim. Eiríkur konungur og þau Gunnhildur sendu Eyvind suður,1227.5,búnu,(egils),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"bústað að Ánabrekku, þar sem Önundur og Steinar hafa hér til",". Vitum vér það allir, Steinar, hvar landamerki eru milli Borgar og Ánabrekku",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,Live,"Gunnhildur komu það sama kveld í Atley, og hafði Bárður þar","veislu móti honum, og skyldi þar vera dísablót, og var þar veisla hin besta",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"mark það, er hólmstefnan skyldi vera, en Ljótur var þá eigi",". Egill skók sverðið og kvað vísu: Höggum hjaltvönd skyggðan, hæfum rönd með",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,NA,NA,vel búið,skatt allan og mikið fé annað og níu tigu manna og alla vel,". En er hann kom til konungs, var þeim skipað í gestaskála og veitt þeim hið",1227.5,búna,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"nan veg undan komast. Egill fann þá, að honum myndi eigi svo","eira; stóð hann þá upp og gekk um gólf þvert, þangað er Ármóður sat; hann tó",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"nn svo mikill vexti, að fáir voru menn svo stórir og að afli",", að Egill ynni þá eigi flesta menn í leikum; þann vetur, er honum var hinn",1227.5,búnir,(egils),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"fleira lið en það, er þeim Þórólfi fylgdi. Þórólfur var svo",", að hann hafði skjöld víðan og þykkvan,hjálm á höfði allsterkan, gyrður sve",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,NA,NA,Live,"t arfi. Hafði Þórður Aurland, bæ þann, er faðir þeirra hafði",á; hafði hann gerst konungi handgenginn og gerst lendur maður. Dóttir Þórðar,1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"tryggur og Hallvarður og höfðu spurt, hvernig Þórólfur hafði","að herbergjum þeirra í Hísing og hvern mannskaða og fjárskaða, er hann hafði",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,NA,NA,vel búið,"við, er þú etur kappi við Harald konung; en þótt þú sért vel","að hreysti og allri atgervi, þá hefir þú ekki til þess gæfu að halda til ja",1227.5,búinn,(egils),NA,NA,None,0,
13,NULL,FUT,Other,Prepared,dur hafa hér áður haft þvílíkt starf. Skulum við bræður vera,"og boðnir til slíks, sem þér viljið okkur til nýta. Hafði faðir okkar hér l",1227.5,búnir,(egils),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"sem sitt. Þér hafið og veitt honum stórar veislur, og var nú","við, að hann myndi það eigi vel launa, því að það er yður sannast frá að seg",1227.5,búið,(egils),NA,NA,None,0,
13,NULL,PST,PST,Prepared,nd vísindakonunni og leiddi hana til þess sætis er henni var,. Þorkell bað hana þá renna þar augum yfir hjörð og hjú og híbýli. Hún var fá,1274,búið,(eirik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,orsteins. Hún lét þá gera knörr í skógi á laun en er hún var,hélt hún út í Orkneyjar. Þar gifti hún Gró dóttur Þorsteins rauðs. Hún var m,1274,búin,(eirik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,Henni var ger grautur af kiðjamjólk en til matar henni voru,hjörtu úr alls konar kvikindum þeim sem þar voru til. Hún hafði messingarspó,1274,búin,(eirik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,inn hvítt. Staf hafði hún í hendi og var á hnappur. Hann var,messingu og settur steinum ofan um hnappinn. Hún hafði um sig hnjóskulinda,1274,búinn,(eirik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"ur, ""að eg njóti yðvar við."" Leifur lét í haf þegar hann var",. Leif velkti lengi úti og hitti hann á lönd þau er hann vissi áður öngva vo,1274,búinn,(eirik),NA,NA,Sub_Before,1,
13,NULL,NA,NA,Fixed,ka sem siður var til þá er við þess háttar konu skyldi taka.,var henni hásæti og lagt undir hægindi. Þar skyldi í vera hænsafiðri. En er,1274,Búið,(eirik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,essu sem yfir stóð. Þorkell býður spákonu þangað og er henni,góð viðtaka sem siður var til þá er við þess háttar konu skyldi taka. Búið v,1274,búin,(eirik),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,ir manna. Láta þeir í haf fram tvennum skipum þegar þeir eru,". Eigi var um það getið hversu langa útivist þeir höfðu, en frá því er að se",1274,búnir,(eirik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"u slíka sem stórmennsku ber til."" Og það þiggur hann. Var þá",til jólaveislu og varð hún svo sköruleg að menn þóttust trautt slíka rausnar,1274,búið,(eirik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"örum inn sem skjótast."" Sigríður svarar: ""Eigi fer eg að svo",. Hér er liðið allt hið dauða fyrir dyrunum og þar í sveit kenni eg Þorstein,1274,búnu,(eirik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,veldið og sá maður er í móti henni var sendur þá var hún svo,að hún hafði yfir sér tuglamöttul blán og var settur steinum allt í skaut of,1274,búin,(eirik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,kosta og koma aftur áður þrjú dægur væru liðin. Þau voru svo,að þau höfðu það klæði er þau kölluð kjafal. Það var svo gert að hötturinn v,1274,búin,(eirik),NA,NA,None,0,
13,NULL,NA,NA,Live,"veislunni kvaddi Þorbjörn sér hljóðs og mælti: ""Hér hefi eg",langa ævi. Hefi eg reynt góðvilja manna við mig og ástúð. Kalla eg vel vor s,1274,búið,(eirik),NA,NA,None,0,
13,NULL,NA,NA,Live,það lengi síðan. 57. kafli En er Snorri goði hafði fá vetur,í Sælingsdalstungu þá bjó sá maður á Eyri í Bitru norður er Óspakur hét. Han,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Live,stan. Hann hafði og steindan söðul allglæsilegan. Hann hafði,"sverð og gullrekið spjót, myrkblán skjöld og mjög gylltan, vönduð öll klæði.",1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,PST,PST,Prepared,og ársalinn allan og líkaði þó hvorigu vel. Eftir þetta var,líkferð og fengnir til skilgóðir menn að fara með líkinu og góðir hestar er,1255,búin,(eyrbygg),NA,NA,None,0,
13,NULL,PST,PST,Prepared,mun og bjuggu þar. Sat Arnkell þar við til þess er þeir voru,og fór síðan með þeim út um Elliðaey og skildu þar með vináttu. Sigldu þeir,1255,búnir,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"la Snorra lög,"" segir hann og kvað hann það eitt að gera svo",er nauðsyn rak til. Og er Snorri kom á Bólstað voru þar engi áköst með mönnu,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,Svo varð að vera sem Snorri vildi. En er Börkur var í brott,frá Helgafelli gekk Þórdís fram og nefndi sér votta að því að hún sagði ski,1255,búinn,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"angs, sákat þig ganga, hirðidís, frá húsi, húns, skrautlegar",". Þá kvað Leiknir: Sólgrund Siggjar linda sjaldan hefr of faldið jafnhátt, ög",1255,búna,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Live,Hann var vitur maður og stundar heilráður. Styr hafði þá og,um hríð undir Hrauni inn frá Bjarnarhöfn. Hann var vitur maður og harðfengur,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,íka menn fyrir sakir ofsa og ójafnaðar. Og er Styr var brott,"gekk Vermundur að honum og mælti: ""Nú vildi eg bróðir að við legðum niður f",1255,búinn,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,og hafði skjöld góðan er Arnkell hafði gefið honum og sverð,. Og er þeir fundust beiddist Spá-Gils að sjá sverðið. Hann hældi Úlfari mjög,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NF,Other,Prepared,hann hefði þangað búið mál mörg til þings. Þorsteinn kveðst,"hafa þangað nokkur mál. Snorri mælti: ""Nú muntu vilja að vér greiðum svo mál",1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,góðu. Hann hafði fornan trogsöðul og vopn lítt til fegurðar,. Búnaður Þórodds var þar á milli. Þeir riðu austan um Síðu og svo sem leið l,1255,búin,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Prepared,rekku að Snorri goði spurði Þorstein hvort hann hefði þangað,hafa þangað nokkur mál. Snorri mæl,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,fagran skjöld og hjálm og gyrður sverði. Það var forkunnlega,. Hjöltin voru hvít fyrir silfri og vafður silfri meðalkaflinn og gylltar lis,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,Þorsteinn til að hafa fram mál þau öll er hann hafði þangað,. Og er frændur Styrs og tengdamenn vissu það vopnuðust þeir og gengu á milli,1255,búið,(eyrbygg),NA,NA,None,0,
13,NULL,NA,NA,Fixed,s er eg laust hann á vetri. Eru þeir átján en vér fimmtán og,betur. Er það vant að sjá hverjir enn verða höggum fegnir. En hestar þeir e,1255,búnir,(eyrbygg),NA,NA,None,0,
